70143	878172	1373305549325	在 這 個 金 錢 的 世界 裡 很多人 很多 多人 都是 爲 了 金 錢 而出 賣 自己 其 實 這 也 能 理解 的 但是 我 們 心 裡 依然 保留 著 一 個 最 原始 的 自己 那就是 那就 就是 憨 阿呆 
70198	681577758	1516645218929	看到 到你 你 的 评论 我 饿 了 
70209	331433522	1489631773324	吾 志在 在青 青云 何 乃 劣 劣 为 九州 九 州 伍 长 乎 
70241	554260659	1505150146334	竟然 没有人 没有 有人 有 人 评论 
70166	693689648	1517659034059	虽是 外行 但求 静心 
70117	49040267	1448375360447	可爱 安 
70387	519346436	1503371935925	真真 戳心 
70125	549087596	1504717268411	江湖味 江湖 味 
70469	693152403	1517618973385	中华民族 中华 民族 还是 有 好东西 东西 的 这是 时代 的 传承 吧 
70288	721427912	1519837396880	不愧 日 推 第一首 第一 一首 一 首 强 
70077	693049807	1517595068738	这个 版本 最好 好听 
70275	596946047	1509038179272	你 说 永远 不变 现在 又在 在哪 哪里 
70471	716465393	1519453959784	莫名 听出 出了 感伤 拜 
70347	502280274	1502187338365	熙 熙 
70097	685053756	1516957275874	流泪 
70407	640013840	1513134368315	范逸臣 的 声音 真的 的 好听 嗷嗷 嗷嗷 海角 七号 七 号 也 喜欢 看完 海角 七号 七 号 更 喜欢 范逸臣 了 
70096	722396547	1519910446394	这部 电影 我 看了 三遍 三 遍 每 看一遍 一遍 一 遍 都 哭 一次 一 次 
70089	722447234	1519912205719	情 
70496	699211952	1518099557276	小时候 小时 时候 爸妈 总是在 总是 在 八九 九点钟 点钟 电视剧 电视 剧 还没 没看 看完 的 时候 就 催促 我们 我 们 去 准备 上床睡觉 上床 睡觉 然后 小时候 小时 时候 的 我们 我 们 因为 为害 害怕 还不 不能 违抗 父母 哪怕 心里 一百万 百万 个 不愿意 不愿 愿意 的 也 会 乖乖 上床 把 眼睛 闭上 这一 一觉 一 觉 啊 没有 有 噩梦 没有 有 思念 的人 的 人 没有 有 被 眼泪 弄湿 的 枕头 可是 不知 怎么 那样 的 日子 再也 回不去 不去 去了 
70386	452969749	1498552692294	憨笑 
70343	581357006	1507569337271	想家 的 時 候 
70056	376110742	1494140175873	好听 
70355	650999134	1514133209462	南 哥 嗓音 和 侯 孝 贤 有点 有 点 相似 喔 
70068	712560653	1519171830559	石头 老师 支持 
70198	681577758	1516645218929	看到 到你 你 的 评论 我 饿 了 
70385	560254289	1505745189357	三个月 三个 三 个月 个 月 过去了 过去 去了 没有人 没有 有人 有 人 听见 见 
70077	693049807	1517595068738	这个 版本 最好 好听 
70117	49040267	1448375360447	可爱 安 
70110	226580484	1475929405126	太棒了 太棒 了 
70499	626432744	1511845357513	黄磊 老师 你 现在 45 了 钱 了 多了 可是 你 没去 种地 你 去 参加 真人秀 真人 秀 了 
70157	721701741	1519870827992	qq 音乐 上 都没有 都没 没有 有 
70216	433573718	1496989866838	歌词 快了 四秒 四 秒 
70469	693152403	1517618973385	中华民族 中华 民族 还是 有 好东西 东西 的 这是 时代 的 传承 吧 
70477	704719423	1518523114320	即使 将来 能 和你在一起 和你 你 在一起 一起 一 起 那还 还是 爱情 吗 
70204	373890362	1493919136630	闽南歌 闽南 歌 都 这 调调 闽 人 爱打 打拼 爱 闯荡 乐天派 乐天 派 充满活力 充满 活力 
70148	654343971	1514473013073	一切 一 切 系 爱你 你 爱 甲 超过 失去 失去 控制 
70234	391298730	1495601617903	首 评 
70338	581833953	1507635984667	喝 清酒 必备 bgm 
70484	721412409	1519835403510	不管是谁 不管是 不管 是 谁 唱 的 就是 不如 连音 社 同意 的 顶 
70145	46685310	1447423263472	留步 少 侠 
70387	519346436	1503371935925	真真 戳心 
70445	666136810	1515417280709	前 五 
70228	579518643	1507420927207	偶尔 浪 一下 一 下 挺好 的 看这 歌 多 浪 奸笑 
70203	686005427	1517034688391	古琴 箫 磬 的 合奏 教科书 级别 别的 的 合奏 录音 
70335	612709816	1510486825597	去 者 余 不及 来者 吾 不留 
70382	721542365	1519848528979	大笑 大笑 
70183	277078123	1483182064921	或许 每个人 每个 个人 的 心底 都有 有 一个 一 个 回不去 不去 的 曾经 
70200	376650782	1494174068341	忽然 很 怀念 人 一生 一 生 都在 错过 无数 的人 的 人和事 人和 事 失去了 失去 去了 就是 失去了 失去 去了 只能 想 一下 一 下 叹息 一声 一 声 而已 
70152	701336514	1518262445465	我 顿悟 了 原来 你 学识渊博 学识 渊博 见解 见 解 不俗 原来 你 感觉 敏锐 观点 准确 原来 你 虚怀若谷 虚怀 若 谷 胸怀 宽广 原来 你 兼容并包 兼容 并 包 求同存异 求同 存异 原来 你 谦恭有礼 谦恭 有礼 有 礼 和而不同 不同 就这么 这么 一瞬间 一瞬 一 瞬间 我 觉得 我 根本 本不 不够 资格 跟 您 讨论 古琴 呢 我 这不是 这不 不是 彪 子 嘛 奸笑 飞 鸿 卿 兮 
70431	319984048	1488276283074	这个 曲子 真 强 
